IP地址,ICMP_RTT_ms,ICMP_Min_ms,ICMP_Max_ms,ICMP_丢包率%,CF_Colo,落地城市,落地国家,TCP_平均RTT_ms,TCP_443中位数RTT_ms,TCP_443_Jitter_ms,TCP_443_有效轮数,TCP_可达端口,TCP_总端口,TCP_80_RTT_ms,TCP_443_RTT_ms,TCP_2052_RTT_ms,TCP_2083_RTT_ms,TCP_2086_RTT_ms,TCP_2087_RTT_ms,TCP_2095_RTT_ms,TCP_2096_RTT_ms,路由跳数,路由落地(推测),路由落地证据,路由质量等级,路由质量描述,电信回程,联通回程,移动回程,联通评分,电信评分,移动评分,下载速度_MB/s,综合评分,延迟评分,稳定性评分,速度评分,路由评分,落地评分,质量等级,质量分数,适合CF优选,稀有优质段,优选说明,稀有说明
108.162.198.133,52.5,52.0,53.0,0.0,NRT,日本东京,JP,50.7,74.4,78.3,4,8,8,56.3,74.4,33.4,53.8,44.6,53.3,31.9,57.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.1,45.2,88,5,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.62,55.0,55.0,55.0,0.0,NRT,日本东京,JP,49.6,50.3,60.8,4,8,8,33.5,50.3,33.9,58.4,36.2,54.4,58.1,71.7,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,4.4,45.2,88,5,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.249,33.0,33.0,33.0,0.0,NRT,日本东京,JP,58.9,52.5,49.1,4,8,8,53.3,52.5,32.0,74.7,74.3,92.1,46.3,45.9,11,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,43.8,88,25,,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.155,34.5,33.0,36.0,0.0,NRT,日本东京,JP,53.1,50.1,32.7,4,8,8,35.9,50.1,78.2,35.8,32.4,53.8,77.7,60.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,43.8,88,25,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.39,36.0,35.0,37.0,0.0,NRT,日本东京,JP,49.7,53.9,44.5,4,8,8,55.2,53.9,35.0,55.4,56.5,33.8,55.3,52.4,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,,43.8,88,25,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.64,52.5,52.0,53.0,0.0,NRT,日本东京,JP,52.1,54.9,31.4,4,8,8,72.8,54.9,32.0,33.7,30.3,75.4,46.2,71.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,43.8,88,25,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.10,54.5,54.0,55.0,0.0,NRT,日本东京,JP,50.9,55.3,36.3,4,8,8,34.7,55.3,56.1,47.1,36.1,46.8,54.4,76.8,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,43.8,88,25,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.24,54.5,54.0,55.0,0.0,NRT,日本东京,JP,50.6,52.1,41.0,4,8,8,37.3,52.1,32.4,76.7,76.3,31.5,62.1,36.5,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,43.8,88,25,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.215,53.0,53.0,53.0,0.0,,未知,??,51.5,55.0,51.6,4,7,8,,55.0,34.7,50.7,35.7,50.8,78.6,55.3,,,,unknown,未检测到三网骨干,-,-,-,57,57,57,1.0,42.2,88,25,15,40,40,premium,83,YES,NO,线路质量达标，可尝试优选,
108.162.198.102,53.5,53.0,54.0,0.0,NRT,日本东京,JP,53.8,55.0,63.5,4,8,8,72.8,55.0,56.1,70.3,55.0,53.6,35.5,32.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,40.8,88,5,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
